indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Alexandre de Moraes,Magno Malta (PR),Indenizações a família de presos mortos no sistema penitenciário,127,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Antônio Carlos Valadares (PSB),Implantação de jogos de azar no Brasil,129,49,Outros ramos do Direito (não penal),Jogos de azar e regulamentação de apostas
Alexandre de Moraes,Antônio Carlos Valadares (PSB),"Descriminalização do consumo de maconha, diferenciação entre usuário e traficante e superlotação carcerária",130,22,Direito penal e política criminal,Política criminal de drogas
Alexandre de Moraes,Paulo Bauer,Teoria do Domínio do Fato e Responsabilidade Objetiva,134,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Paulo Bauer,Possibilidade de declaração de inconstitucionalidade de lei em processo administrativo pelo CNJ,134,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Alexandre de Moraes,Ronaldo Caiado (DEM),Indenização por abalo moral de preso em razão de superlotação carcerária,137,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Ronaldo Caiado (DEM),Se o Estado brasileiro é inconstitucional,138,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Alexandre de Moraes,Garibaldi Alves Filho (PMDB),Inovação judicial e reserva democrática do exercício de poder pelo legislativo (ativismo judicial),141,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Fátima Bezerra (PT),Se o indicado considera ético defender um posicionamento em tese e na prática agir ao contrário,143,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Fátima Bezerra (PT),Se considera legítimo o uso de cargo público para promover viés político partidário,144,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Fátima Bezerra (PT),Comportamento do indicado ao julgar a Lava Jato,144,42,Casos e eventos específicos,Operação Lava Jato
Alexandre de Moraes,Fátima Bezerra (PT),Acusação de plágio,145,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Fátima Bezerra (PT),"Conhece Cássio Juvenal, procurador de Justiça de São Paulo",145,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Fátima Bezerra (PT),Ação movida em razão de plágio,145,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Fátima Bezerra (PT),Isenção e imparcialidade sobre investigados da Lava Jato,147,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Roberto Rocha (PSB),Municipalização de ações em segurança pública e parceria público-privada,150,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,José Agripino (DEM),Marco Civil da Internet nas instruções criminais e bloqueio de redes sociais (WhatsApp),152-153,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Alexandre de Moraes,José Agripino (DEM),Punição de magistrados com aposentadoria,154,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,José Pimentel (PT),Teto das carreiras de Estado e gastos públicos: compatibilização entre a Resolução 13 do CNJ e EC 95,156,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,José Pimentel (PT),Teto único para a Justiça brasileira (federal e estadual) ADI 3854 e EC 41,157,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,José Pimentel (PT),Teto remuneratório de servidores ocupantes de dois cargos públicos antes da vigência da EC 41,157,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,José Pimentel (PT),Gratificação por exercício cumulativo de jurisdição,158,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,José Pimentel (PT),Cláusula de barreira (partidos políticos) e fidelidade partidária,160,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,Eduardo Lopes (PRB),Quarentena para ocupantes de cargos de confiança ou em comissão do governo para serem indicados aos tribunais,161,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Alexandre de Moraes,Eduardo Lopes (PRB),Critérios de alternância de sexo para nomeação/indicações em tribunais,162,19,Direitos fundamentais e minorias,Direitos de gênero
Alexandre de Moraes,Sérgio Petecão (PSD),Posicionamento do indicado acerca de um caso em que a autoridade boliviana adentrou o território brasileiro,165,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Alexandre de Moraes,Eduardo Amorim (PSDB),Autorização de utilização de prova ilícita no enfrentamento à corrupção (PL 4850/16),167,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Amorim (PSDB),Poder do MP requisitar informações bancárias sem autorização judicial em investigações sobre dinheiro público,167,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Amorim (PSDB),Soluções para impunidade e lentidão da Justiça,168,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Alexandre de Moraes,José Medeiros (PSD),Direito à propriedade e segurança jurídica,171,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Alexandre de Moraes,José Medeiros (PSD),Privacidade e WhatsApp,171,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Alexandre de Moraes,José Medeiros (PSD),Proteção às reservas indígenas e obras públicas,171,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Alexandre de Moraes,José Medeiros (PSD),Segurança pública e atuação policial,172,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,José Medeiros (PSD),Delação premiada,172,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,José Medeiros (PSD),Financiamento de campanhas,173,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,José Medeiros (PSD),Venda de terras a países estrangeiros e soberania,175,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Alexandre de Moraes,Simone Tebet (PMDB),Aplicação do FUNPEN ADPF 365,177,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Simone Tebet (PMDB),Marco legal de demarcação de terra indígena,178,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Alexandre de Moraes,Paulo Paim (PT),Reforma Previdenciária e a questão da idade,180,50,Outros ramos do Direito (não penal),Previdência
Alexandre de Moraes,Paulo Paim (PT),Reforma trabalhista e flexibilização de direitos,180,30,Outros ramos do Direito (não penal),Direito do trabalho
Alexandre de Moraes,Paulo Paim (PT),Terceirização e aplicação da responsabilidade solidária,180,30,Outros ramos do Direito (não penal),Direito do trabalho
Alexandre de Moraes,Wilder Morais (PP),"Decisões tomadas pelo STF no âmbito de contratos, especialmente no segmento empresarial",182,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,Wilder Morais (PP),Posicionamento sobre uma nova constituinte,182,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Alexandre de Moraes,Wilder Morais (PP),Posicionamento sobre o direito do cidadão ao porte de arma,182,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Hélio José (PMDB),Como conduzirá os assuntos de defesa da família e da vida,184,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Hélio José (PMDB),"Como conduzirá sobre direitos sociais: moradia, tratamento adequado aos presos, abuso de autoridade e garantias individuais",184,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Alexandre de Moraes,Hélio José (PMDB),Desapropriações no DF sem ordem judicial,185,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Alexandre de Moraes,Hélio José (PMDB),Posicionamento sobre a redução da maioridade penal,187,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Rose de Freitas (PMDB),Possibilidades de esgotar a pauta e simplificar julgamentos sem prejuízo da qualidade (PEC 209),188,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Nunes Marques,Rodrigo Pacheco (DEM),Atuação do STF para promover segurança jurídica em decisões judiciais e combate à politização da Justiça e a judicialização da política,12-13,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Nunes Marques,Rodrigo Pacheco (DEM),STF assegurar às instituições e à sociedade que a democracia não está em risco,13,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Nunes Marques,Rodrigo Pacheco (DEM),Posicionamento do indicado sobre a existência (ou não) de ativismo judicial e como combater,13,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Nunes Marques,Rodrigo Pacheco (DEM),Se o STF deve se render ao apelo popular ou ficar restrito ao comando da lei,13,26,Perfil e conduta do indicado,Posicionamento filosófico
Nunes Marques,Rodrigo Pacheco (DEM),Posicionamento do indicado sobre o televisionamento dos julgamentos do STF,13,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Nunes Marques,Rodrigo Pacheco (DEM),Se considera razoável a competência em matéria penal do STF em todos os casos de natureza penal no Brasil,13,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Nunes Marques,Jorge Kajuru (Cidadania),Voto enquanto desembargador que permitiu continuidade à uma licitação de serviço de alimentação contestada,18,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Nunes Marques,Lasier Martins (Podemos),Posicionamento do indicado sobre a prisão em segunda instância,21,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Lasier Martins (Podemos),Posicionamento do indicado sobre continuidade ou não da Lava Jato,21,42,Casos e eventos específicos,Operação Lava Jato
Nunes Marques,Lasier Martins (Podemos),Se algo foi omisso no relatório e a acusação de plágio e representações no CNJ,22,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Nunes Marques,Lasier Martins (Podemos),Discrição do magistrado e distanciamento da política (ativismo político com a aproximação de membros do Judiciário e da política),22,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Nunes Marques,Lasier Martins (Podemos),Se é garantista e conceito de garantismo,22,26,Perfil e conduta do indicado,Posicionamento filosófico
Nunes Marques,Lasier Martins (Podemos),Inquérito da fake news e liberdade de crítica,22,41,Casos e eventos específicos,Inquérito das fake news
Nunes Marques,Lasier Martins (Podemos),"Se considera que, após a segunda instância, a culpabilidade está caracterizada pela materialidade e pela autoria",24,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Lasier Martins (Podemos),Se é cabível em projeto de lei a prisão em segunda instância desde que a decisão seja fundamentada,24,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Lasier Martins (Podemos),Definição de magistrado garantista,24,26,Perfil e conduta do indicado,Posicionamento filosófico
Nunes Marques,Nelsinho Trad,Judicialização da política e a intromissão de decisões liminares no processo político,26,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Nunes Marques,Nelsinho Trad,Crise do sistema carcerário e o papel do STF,26,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Nelsinho Trad,Papel do magistrado contempla a visualização da realidade e desigualdade na sociedade ou deve permanecer na rigidez do esquadro normativo,26,26,Perfil e conduta do indicado,Posicionamento filosófico
Nunes Marques,Eduardo Girão (Podemos),Legalização do aborto,28,21,Direitos fundamentais e minorias,Aborto
Nunes Marques,Eduardo Girão (Podemos),Inquérito da fake news foi uma medida adequada ou ofende a liberdade de crítica?,29,41,Casos e eventos específicos,Inquérito das fake news
